FID_parking_and_zoning_all,FID_allzoning_rp,OBJECTID,perimeter,zoning_,zoning_id,zon_new,shape_leng,correction,full_zonin,legendtype,municode,status,created_us,created_da,last_edite,last_edi_1,pghdb_sde_,GlobalID,Shape__Are,Shape__Len,FID_parking_geom_1_rp,F_id,access,amenity,fee,parking,type,name,source,surface,alt_name,building,capacity_disabled,operator,covered,layer,building_levels,capacity,website,addr_housenumber,addr_street,created_by,survey_date,source_geometry,operator_short,operator_type,operator_website,operator_wikidata,operator_wikipedia,addr_city,addr_postcode,addr_state,park_ride,building_colour,check_date,roof_shape,supervised,maxheight,note,description,opening_hours,source_fee,source_opening_hours,network,public_transport,F_relations,source_addr,source_maxheight,check_date_fee,barrier,maxstay,fixme,ele,gnis_feature_id,charge,height,payment_cash,payment_credit_cards,goods,lit,source_capacity,source_name,bicycle,foot,source_building,man_made,wheelchair,phone,bridge,demolished_amenity,building_part,orientation,acreage,squarefootage,FID_PGHNeighborhoodBoundaries,fid_blockg,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,shape_leng_1,fid_neighb,perimeter_1,neighbor_,neighbor_i,hood,hood_no,acres,sqmiles,dpwdiv,unique_id,sectors,shape_le_1,shape_ar_1,page_number,plannerassign,created_user,created_date,last_edited_user,last_edited_date,temp,pghdb_sde_Neighborhood_2010_are,iz_indicator,izstart_year,izstart_month,Shape_Length,Shape_Area
20,1018,1024,14022.993738790000862,545,545,UI,13769.532323299999916, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,,SDE,9/18/2018 0:00:00,2888952.639886510092765,40a01b94-91c7-4e1a-81a9-bcd986301f4e,2979301.531372069846839,13746.509295198900872,365,way/329012644,,parking,yes,surface,,Lot LX,,,,,,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695299585495408,30287.249944179951854,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,1277.401227628543666,30287.249944179951854
21,1018,1024,14022.993738790000862,545,545,UI,13769.532323299999916, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,,SDE,9/18/2018 0:00:00,2888952.639886510092765,40a01b94-91c7-4e1a-81a9-bcd986301f4e,2979301.531372069846839,13746.509295198900872,366,way/329012646,,parking,no,surface,,,,,,,,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098310363524456,4282.399435125302261,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,294.802294808906993,4282.399435125302261
31,1018,1024,14022.993738790000862,545,545,UI,13769.532323299999916, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,,SDE,9/18/2018 0:00:00,2888952.639886510092765,40a01b94-91c7-4e1a-81a9-bcd986301f4e,2979301.531372069846839,13746.509295198900872,1082,way/1113417211,customers,parking,no,surface,,,,asphalt,,,2,ASCEND Point Breeze,no,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318221019228045,13861.707597573649764,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,649.591480213497903,13861.707597573649764
32,1018,1024,14022.993738790000862,545,545,UI,13769.532323299999916, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,,SDE,9/18/2018 0:00:00,2888952.639886510092765,40a01b94-91c7-4e1a-81a9-bcd986301f4e,2979301.531372069846839,13746.509295198900872,1084,way/1116082277,customers,parking,no,surface,,,,asphalt,,,,ASCEND Point Breeze,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936330749962192,40786.567468353052391,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,830.763417294640362,40786.567468353052391
612,375,380,2767.190630730000066,492,492,LNC,2767.190630730000066, ,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved, ,, ,,329821.867752939986531,02369a47-c33d-4c7c-b51d-918a3dca242d,329821.867492676014081,2767.190630681559924,647,way/564155150,,parking,,surface,,,,,,,,Shady Lane School,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287186333789174,12509.836699856397900,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,449.608851952661212,12509.836699856397900
637,382,387,1256.205057789999955,503,503,LNC,1256.205057789999955, ,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved, ,, ,,94116.803962849997333,ec48cffa-4b11-46a2-a82e-06c6bacfcfee,94116.804016113295802,1256.205057795189987,463,way/397189280,,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.562840311862009,24517.323984709095384,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,870.538399633356221,24492.619493133039214
638,388,393,1670.708034969999972,511,511,R1A-H,1670.708034969999972, ,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,169857.561311460012803,c1d61fd1-a687-4605-bd5c-4011b0680d8f,169857.561279296991415,1670.708034953639981,463,way/397189280,,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.562840311862009,24517.323984709095384,1,233,42,003,140500,3,420031405003,Block Group 3,G5030,S,172851.000000000000000,0.000000000000000,+40.4523867,-079.9073195,6787.527650160000121,71,136797.979284780012676,48,2130,Point Breeze North,64,193.229239159999992,0.301920690000000,2,113,11,13891.873348299999634,7968760.149360000155866,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:13.000,,7968760.000000000000000,,,,86.763802000181357,24.702243884551550
24,1018,1024,14022.993738790000862,545,545,UI,13769.532323299999916, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,,SDE,9/18/2018 0:00:00,2888952.639886510092765,40a01b94-91c7-4e1a-81a9-bcd986301f4e,2979301.531372069846839,13746.509295198900872,381,way/348709648,,parking,,surface,,Wilkinsburg Park and Ride,bing,asphalt,,,,,,,,748,http://portauthority.org/paac/RiderServices/ParkandRideLots/ParkandRideLotInformation/tabid/81/pnrid/48/Default.aspx,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-412-442-2000,,,,,5.892929951460345,256696.028685612545814,6,286,42,003,130400,3,420031304003,Block Group 3,G5030,S,115917.000000000000000,0.000000000000000,+40.4496890,-079.8859784,6090.014006979999976,75,136797.979284780012676,45,2127,Homewood South,42,247.774812349999991,0.387148140000000,2,24,11,16565.753500499999063,11104193.780300000682473,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:00:15.000,,11104194.000000000000000,,,,351.473407219051296,891.785716763765095
645,375,380,2767.190630730000066,492,492,LNC,2767.190630730000066, ,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved, ,, ,,329821.867752939986531,02369a47-c33d-4c7c-b51d-918a3dca242d,329821.867492676014081,2767.190630681559924,646,way/564155145,,parking,,surface,,,,,,,,Walgreens,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274291998050653,11948.159435086448866,60,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,35,136797.979284780012676,54,2136,Point Breeze,63,642.171042110000030,1.003392250000000,3,6,10,25607.969186800000898,27997334.375300001353025,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:11.000,,27997334.000000000000000,,,,483.693718967470090,11948.159435086448866
77,467,472,7005.300353720000203,611,611,P,7005.300353720000203, ,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved, ,, ,,1577978.016071300022304,ca2426de-1668-47f6-9924-2a9f716621b1,1577007.598144530085847,7000.150222219689567,254,way/257802861,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316013758305235,13765.559311776049071,60,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,35,136797.979284780012676,54,2136,Point Breeze,63,642.171042110000030,1.003392250000000,3,6,10,25607.969186800000898,27997334.375300001353025,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:11.000,,27997334.000000000000000,,,,487.109645222187851,13765.559311776049071
78,467,472,7005.300353720000203,611,611,P,7005.300353720000203, ,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved, ,, ,,1577978.016071300022304,ca2426de-1668-47f6-9924-2a9f716621b1,1577007.598144530085847,7000.150222219689567,255,way/257862191,yes,parking,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205007983391843,8930.147756548676625,60,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,35,136797.979284780012676,54,2136,Point Breeze,63,642.171042110000030,1.003392250000000,3,6,10,25607.969186800000898,27997334.375300001353025,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:11.000,,27997334.000000000000000,,,,451.140862216775417,8930.147756548676625
79,467,472,7005.300353720000203,611,611,P,7005.300353720000203, ,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved, ,, ,,1577978.016071300022304,ca2426de-1668-47f6-9924-2a9f716621b1,1577007.598144530085847,7000.150222219689567,256,way/257862195,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159633974194754,6953.655915923477551,60,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,35,136797.979284780012676,54,2136,Point Breeze,63,642.171042110000030,1.003392250000000,3,6,10,25607.969186800000898,27997334.375300001353025,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:11.000,,27997334.000000000000000,,,,357.256116561092654,6953.655915923477551
628,330,333,2901.083287079999991,428,428,R1D-VL,2901.083287079999991, ,SINGLE-UNIT DETACHED RESIDENTIAL VERY LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,465558.350752939993981,81ec6a0f-22b3-49ee-8534-3db913d2494d,465558.351013184001204,2901.083287074869986,280,way/280299150,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125816163605601,5480.552086659994529,60,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,35,136797.979284780012676,54,2136,Point Breeze,63,642.171042110000030,1.003392250000000,3,6,10,25607.969186800000898,27997334.375300001353025,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:11.000,,27997334.000000000000000,,,,294.002385074046629,5480.552086659994529
656,397,402,50208.274409389996435,513,513,P,50208.274409400000877, ,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved, ,, ,,31272916.189965099096298,cd3fe953-e435-49c3-b32d-cece8bb7bea7,31272916.190368700772524,50208.274409471901890,657,way/576044926,,parking,yes,,,,,,,,,The Frick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710947810461845,30968.886623717946350,60,75,42,003,981100,1,420039811001,Block Group 1,G5030,S,876833.000000000000000,0.000000000000000,+40.4420424,-079.9063310,14525.901631099999577,35,136797.979284780012676,54,2136,Point Breeze,63,642.171042110000030,1.003392250000000,3,6,10,25607.969186800000898,27997334.375300001353025,15,Adriana Bowman,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:11.000,,27997334.000000000000000,,,,868.189944372389732,30968.886623717946350
2,670,676,37089.536811730002228,869,869,UI,35868.976268099999288, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,, ,,7646878.732938569970429,670d7e3d-ae0a-4b8b-b9d0-a5df5acaae9b,7837944.416076660156250,36192.121268989896635,90,way/126263259,customers,parking,no,multi-storey,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,7'10"",parking lot in most of 1st floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.973557781672624,129528.176969659456518,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,1065.839376959490892,44357.632067088343319
36,567,573,1793.193651970000019,734,734,AP,1793.193651970000019, ,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved, ,, ,,194670.671377649996430,a573045b-f106-4a8b-86ec-f0ebad4763aa,194457.721984862990212,1793.186476951949999,90,way/126263259,customers,parking,no,multi-storey,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,7'10"",parking lot in most of 1st floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.973557781672624,129528.176969659456518,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,1337.599088827518926,85170.514245056081563
37,565,571,3443.579465150000033,732,732,LNC,3443.579465150000033, ,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved, ,, ,,257196.923259979987051,550e4a14-f25f-4048-96e1-c4e5d5b1c186,257270.517395019996911,3461.772863948489885,39,way/34315714,,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182544489634144,7951.637968463309335,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,366.724596006056572,7951.637968463309335
38,565,571,3443.579465150000033,732,732,LNC,3443.579465150000033, ,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved, ,, ,,257196.923259979987051,550e4a14-f25f-4048-96e1-c4e5d5b1c186,257270.517395019996911,3461.772863948489885,50,way/34318461,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110294226369309,4804.416500647097564,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,313.081340375561751,4804.416500647097564
39,565,571,3443.579465150000033,732,732,LNC,3443.579465150000033, ,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved, ,, ,,257196.923259979987051,550e4a14-f25f-4048-96e1-c4e5d5b1c186,257270.517395019996911,3461.772863948489885,51,way/34318488,private,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051194637597456,2230.038413745181060,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,244.705660586953513,2230.038413745181060
40,1013,1019,4067.769333629999892,861,861,EMI,4067.769333629999892, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,8/1/2018 0:00:00,726361.049307040055282,df00e2ad-09e8-45fa-a27f-4e1d32810a78,726334.547180176014081,4061.586280362800153,367,way/329772369,private,parking,,surface,,,,,,,,Pittsburgh Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.438592253017307,19105.078541433897044,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,554.198020115882741,19105.078541433897044
42,1038,1044,15161.676436649999232,823,823,UNC,15161.676436699999613, ,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved, ,,SDE,6/2/2020 0:00:00,4324480.041471309959888,f347c3d7-c7e1-4fc0-9cda-acfc29a8d2ef,4664304.123535159975290,16787.530011687198567,89,way/125667969,yes,parking,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670141301435542,29191.355090532204485,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,727.278352173084386,29191.355090532204485
43,1038,1044,15161.676436649999232,823,823,UNC,15161.676436699999613, ,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved, ,,SDE,6/2/2020 0:00:00,4324480.041471309959888,f347c3d7-c7e1-4fc0-9cda-acfc29a8d2ef,4664304.123535159975290,16787.530011687198567,81,way/109677177,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.164246093483666,137834.559832148457645,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,1580.997174683346884,137834.559832148457645
44,538,543,3370.990578949999872,699,699,HC,3364.559185170000092, ,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved, ,, ,,575624.163130059954710,0c375454-c177-4048-909a-3e673e151863,604904.257995605003089,3410.835423731530227,94,way/126268579,,parking,,surface,,,,,,,,Parking Lot,,,,,,,,,,,,,,,,,,,,,,,,,,The east end of the parking lot is where the East Liberty passenger station of the Pennsylvania railroad stood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.147978720267457,50005.953054850389890,12,321,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819.000000000000000,0.000000000000000,+40.4612717,-079.9187769,7027.658692959999826,80,136797.979284780012676,17,2099,East Liberty,29,372.082542939999996,0.581378970000000,2,25,12,22746.876839600001404,16201453.707900000736117,15,"Vacant, contact Ose Akinlotan (Planning Manager)",SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:38.000,,16201454.000000000000000,,,,1644.854091284155629,50005.953054850389890
